destination,destination_code,origin,origin_code,Year,value
Eastern Europe_d,923,Oceania,909,2005,4366
Eastern Europe_d,923,Oceania,909,2010,4482
Eastern Europe_d,923,Oceania,909,2015,4897
Eastern Europe_d,923,Oceania,909,2020,6478
Eastern Europe_d,923,Melanesia,928,1990,4
Eastern Europe_d,923,Melanesia,928,1995,10
Eastern Europe_d,923,Melanesia,928,2000,12
Eastern Europe_d,923,Melanesia,928,2005,15
Eastern Europe_d,923,Melanesia,928,2010,14
Eastern Europe_d,923,Melanesia,928,2015,48
Eastern Europe_d,923,Melanesia,928,2020,59
Eastern Europe_d,923,Micronesia,954,1990,257
Eastern Europe_d,923,Micronesia,954,1995,273
Eastern Europe_d,923,Micronesia,954,2000,279
Eastern Europe_d,923,Micronesia,954,2005,171
Eastern Europe_d,923,Micronesia,954,2010,58
Eastern Europe_d,923,Micronesia,954,2015,70
Eastern Europe_d,923,Micronesia,954,2020,58
Eastern Europe_d,923,Polynesia,957,1990,996
Eastern Europe_d,923,Polynesia,957,1995,1057
Eastern Europe_d,923,Polynesia,957,2000,1080
Eastern Europe_d,923,Polynesia,957,2005,869
Eastern Europe_d,923,Polynesia,957,2010,637
Eastern Europe_d,923,Polynesia,957,2015,648
Eastern Europe_d,923,Polynesia,957,2020,656
Northern Europe_d,924,Australia and New Zealand,927,1990,118861
Northern Europe_d,924,Australia and New Zealand,927,1995,144645
Northern Europe_d,924,Australia and New Zealand,927,2000,173869
Northern Europe_d,924,Australia and New Zealand,927,2005,180841
Northern Europe_d,924,Australia and New Zealand,927,2010,202489
Northern Europe_d,924,Australia and New Zealand,927,2015,220728
Northern Europe_d,924,Australia and New Zealand,927,2020,246328
Northern Europe_d,924,Eastern Africa,910,1990,307072
Northern Europe_d,924,Eastern Africa,910,1995,378977
Northern Europe_d,924,Eastern Africa,910,2000,456553
Northern Europe_d,924,Eastern Africa,910,2005,556612
Northern Europe_d,924,Eastern Africa,910,2010,719518
Northern Europe_d,924,Eastern Africa,910,2015,872893
Northern Europe_d,924,Eastern Africa,910,2020,1010801
Northern Europe_d,924,Middle Africa,911,1990,5303
Northern Europe_d,924,Middle Africa,911,1995,15614
Northern Europe_d,924,Middle Africa,911,2000,26709
Northern Europe_d,924,Middle Africa,911,2005,45576
Northern Europe_d,924,Middle Africa,911,2010,52298
Northern Europe_d,924,Middle Africa,911,2015,63560
Northern Europe_d,924,Middle Africa,911,2020,74790
Northern Europe_d,924,Northern Africa,912,1990,64811
Northern Europe_d,924,Northern Africa,912,1995,81536
Northern Europe_d,924,Northern Africa,912,2000,99296
Northern Europe_d,924,Northern Africa,912,2005,124410
Northern Europe_d,924,Northern Africa,912,2010,137138
Northern Europe_d,924,Northern Africa,912,2015,168395
Northern Europe_d,924,Northern Africa,912,2020,200986
Northern Europe_d,924,Southern Africa,913,1990,72713
Northern Europe_d,924,Southern Africa,913,1995,109854
Northern Europe_d,924,Southern Africa,913,2000,150075
Northern Europe_d,924,Southern Africa,913,2005,177615
Northern Europe_d,924,Southern Africa,913,2010,242491
Northern Europe_d,924,Southern Africa,913,2015,229140
Northern Europe_d,924,Southern Africa,913,2020,276484
Northern Europe_d,924,Western Africa,914,1990,96658
Northern Europe_d,924,Western Africa,914,1995,144275
Northern Europe_d,924,Western Africa,914,2000,196182
Northern Europe_d,924,Western Africa,914,2005,284386
Northern Europe_d,924,Western Africa,914,2010,352698
Northern Europe_d,924,Western Africa,914,2015,409010
Northern Europe_d,924,Western Africa,914,2020,467833
Northern Europe_d,924,Central Asia,5500,1990,38725
Northern Europe_d,924,Central Asia,5500,1995,31909
Northern Europe_d,924,Central Asia,5500,2000,33388
Northern Europe_d,924,Central Asia,5500,2005,38217
Northern Europe_d,924,Central Asia,5500,2010,38119
Northern Europe_d,924,Central Asia,5500,2015,38968
Northern Europe_d,924,Central Asia,5500,2020,42629
Northern Europe_d,924,Eastern Asia,906,1990,161776
Northern Europe_d,924,Eastern Asia,906,1995,242612
Northern Europe_d,924,Eastern Asia,906,2000,326327
Northern Europe_d,924,Eastern Asia,906,2005,365470
Northern Europe_d,924,Eastern Asia,906,2010,401358
Northern Europe_d,924,Eastern Asia,906,2015,491231
Northern Europe_d,924,Eastern Asia,906,2020,544672
Northern Europe_d,924,South-Eastern Asia,920,1990,188398
Northern Europe_d,924,South-Eastern Asia,920,1995,231982
Northern Europe_d,924,South-Eastern Asia,920,2000,276163
Northern Europe_d,924,South-Eastern Asia,920,2005,377090
Northern Europe_d,924,South-Eastern Asia,920,2010,468923
Northern Europe_d,924,South-Eastern Asia,920,2015,558781
Northern Europe_d,924,South-Eastern Asia,920,2020,640548
Northern Europe_d,924,Southern Asia,5501,1990,917139
Northern Europe_d,924,Southern Asia,5501,1995,1056004
Northern Europe_d,924,Southern Asia,5501,2000,1207861
Northern Europe_d,924,Southern Asia,5501,2005,1526795
Northern Europe_d,924,Southern Asia,5501,2010,1858184
Northern Europe_d,924,Southern Asia,5501,2015,2208733
Northern Europe_d,924,Southern Asia,5501,2020,2355410
Northern Europe_d,924,Western Asia,922,1990,304432
Northern Europe_d,924,Western Asia,922,1995,378962
Northern Europe_d,924,Western Asia,922,2000,451461
Northern Europe_d,924,Western Asia,922,2005,572065
Northern Europe_d,924,Western Asia,922,2010,666021
Northern Europe_d,924,Western Asia,922,2015,857637
Northern Europe_d,924,Western Asia,922,2020,1080927
Northern Europe_d,924,Eastern Europe,923,1990,1456135
Northern Europe_d,924,Eastern Europe,923,1995,1259299
Northern Europe_d,924,Eastern Europe,923,2000,1090507
Northern Europe_d,924,Eastern Europe,923,2005,1529268
Northern Europe_d,924,Eastern Europe,923,2010,1932685
Northern Europe_d,924,Eastern Europe,923,2015,2403221
Northern Europe_d,924,Eastern Europe,923,2020,2804341
Northern Europe_d,924,Northern Europe,924,1990,1397623
Northern Europe_d,924,Northern Europe,924,1995,1372966
Northern Europe_d,924,Northern Europe,924,2000,1426435
Northern Europe_d,924,Northern Europe,924,2005,1586970
Northern Europe_d,924,Northern Europe,924,2010,1719876
Northern Europe_d,924,Northern Europe,924,2015,1885586
Northern Europe_d,924,Northern Europe,924,2020,2037623
Northern Europe_d,924,Southern Europe,925,1990,319200
Northern Europe_d,924,Southern Europe,925,1995,384633
Northern Europe_d,924,Southern Europe,925,2000,446082
Northern Europe_d,924,Southern Europe,925,2005,552320
Northern Europe_d,924,Southern Europe,925,2010,634517
Northern Europe_d,924,Southern Europe,925,2015,788876
Northern Europe_d,924,Southern Europe,925,2020,1036509
Northern Europe_d,924,Western Europe,926,1990,456425
Northern Europe_d,924,Western Europe,926,1995,524000
Northern Europe_d,924,Western Europe,926,2000,601177
Northern Europe_d,924,Western Europe,926,2005,661371
Northern Europe_d,924,Western Europe,926,2010,770507
Northern Europe_d,924,Western Europe,926,2015,829519
Northern Europe_d,924,Western Europe,926,2020,912528
Northern Europe_d,924,Latin America and the Caribbean,904,1990,290476
Northern Europe_d,924,Latin America and the Caribbean,904,1995,349688
Northern Europe_d,924,Latin America and the Caribbean,904,2000,410637
Northern Europe_d,924,Latin America and the Caribbean,904,2005,457405
Northern Europe_d,924,Latin America and the Caribbean,904,2010,493859
Northern Europe_d,924,Latin America and the Caribbean,904,2015,541580
Northern Europe_d,924,Latin America and the Caribbean,904,2020,589887
Northern Europe_d,924,Caribbean,915,1990,188868
Northern Europe_d,924,Caribbean,915,1995,214725
Northern Europe_d,924,Caribbean,915,2000,244318
Northern Europe_d,924,Caribbean,915,2005,240782
Northern Europe_d,924,Caribbean,915,2010,253482
Northern Europe_d,924,Caribbean,915,2015,265394
Northern Europe_d,924,Caribbean,915,2020,271966
Northern Europe_d,924,Central America,916,1990,7648
Northern Europe_d,924,Central America,916,1995,12237
Northern Europe_d,924,Central America,916,2000,16753
Northern Europe_d,924,Central America,916,2005,21197
Northern Europe_d,924,Central America,916,2010,23757
Northern Europe_d,924,Central America,916,2015,28321
Northern Europe_d,924,Central America,916,2020,33792
Northern Europe_d,924,South America,931,1990,93960
Northern Europe_d,924,South America,931,1995,122726
Northern Europe_d,924,South America,931,2000,149566
Northern Europe_d,924,South America,931,2005,195426
Northern Europe_d,924,South America,931,2010,216620
Northern Europe_d,924,South America,931,2015,247865
Northern Europe_d,924,South America,931,2020,284129
Northern Europe_d,924,Northern America,905,1990,338437
Northern Europe_d,924,Northern America,905,1995,319562
Northern Europe_d,924,Northern America,905,2000,310927
Northern Europe_d,924,Northern America,905,2005,338326
Northern Europe_d,924,Northern America,905,2010,378830
Northern Europe_d,924,Northern America,905,2015,404292
Northern Europe_d,924,Northern America,905,2020,415365
Northern Europe_d,924,Oceania,909,1990,119809
Northern Europe_d,924,Oceania,909,1995,148016
Northern Europe_d,924,Oceania,909,2000,179736
Northern Europe_d,924,Oceania,909,2005,187867
Northern Europe_d,924,Oceania,909,2010,209954
Northern Europe_d,924,Oceania,909,2015,229633
Northern Europe_d,924,Oceania,909,2020,256296
Northern Europe_d,924,Melanesia,928,1990,801
Northern Europe_d,924,Melanesia,928,1995,2925
Northern Europe_d,924,Melanesia,928,2000,5108
Northern Europe_d,924,Melanesia,928,2005,6243
Northern Europe_d,924,Melanesia,928,2010,6615
Northern Europe_d,924,Melanesia,928,2015,7890
Northern Europe_d,924,Melanesia,928,2020,8868
Northern Europe_d,924,Micronesia,954,1990,29
Northern Europe_d,924,Micronesia,954,1995,102
Northern Europe_d,924,Micronesia,954,2000,184
Northern Europe_d,924,Micronesia,954,2005,183
Northern Europe_d,924,Micronesia,954,2010,200
Northern Europe_d,924,Micronesia,954,2015,238
Northern Europe_d,924,Micronesia,954,2020,257
Northern Europe_d,924,Polynesia,957,1990,118
Northern Europe_d,924,Polynesia,957,1995,344
Northern Europe_d,924,Polynesia,957,2000,575
Northern Europe_d,924,Polynesia,957,2005,600
Northern Europe_d,924,Polynesia,957,2010,650
Northern Europe_d,924,Polynesia,957,2015,777
Northern Europe_d,924,Polynesia,957,2020,843
Southern Europe_d,925,Australia and New Zealand,927,1990,35770
Southern Europe_d,925,Australia and New Zealand,927,1995,36576
Southern Europe_d,925,Australia and New Zealand,927,2000,38256
Southern Europe_d,925,Australia and New Zealand,927,2005,46999
Southern Europe_d,925,Australia and New Zealand,927,2010,57072
Southern Europe_d,925,Australia and New Zealand,927,2015,58605
Southern Europe_d,925,Australia and New Zealand,927,2020,69575
Southern Europe_d,925,Eastern Africa,910,1990,120515
Southern Europe_d,925,Eastern Africa,910,1995,118789
Southern Europe_d,925,Eastern Africa,910,2000,124826
Southern Europe_d,925,Eastern Africa,910,2005,144627
Southern Europe_d,925,Eastern Africa,910,2010,163805
Southern Europe_d,925,Eastern Africa,910,2015,170661
Southern Europe_d,925,Eastern Africa,910,2020,196293
Southern Europe_d,925,Middle Africa,911,1990,158968
Southern Europe_d,925,Middle Africa,911,1995,184386
Southern Europe_d,925,Middle Africa,911,2000,222195
Southern Europe_d,925,Middle Africa,911,2005,236451
Southern Europe_d,925,Middle Africa,911,2010,219305
Southern Europe_d,925,Middle Africa,911,2015,235980
Southern Europe_d,925,Middle Africa,911,2020,281276
Southern Europe_d,925,Northern Africa,912,1990,460688
Southern Europe_d,925,Northern Africa,912,1995,570623
Southern Europe_d,925,Northern Africa,912,2000,758803
Southern Europe_d,925,Northern Africa,912,2005,1183899
Southern Europe_d,925,Northern Africa,912,2010,1577294
Southern Europe_d,925,Northern Africa,912,2015,1501684
Southern Europe_d,925,Northern Africa,912,2020,1657632
Southern Europe_d,925,Southern Africa,913,1990,9511
Southern Europe_d,925,Southern Africa,913,1995,14231
Southern Europe_d,925,Southern Africa,913,2000,19932
Southern Europe_d,925,Southern Africa,913,2005,23942
Southern Europe_d,925,Southern Africa,913,2010,26599
Southern Europe_d,925,Southern Africa,913,2015,27982
Southern Europe_d,925,Southern Africa,913,2020,31366
Southern Europe_d,925,Western Africa,914,1990,144966
Southern Europe_d,925,Western Africa,914,1995,189403
Southern Europe_d,925,Western Africa,914,2000,244766
Southern Europe_d,925,Western Africa,914,2005,397364
Southern Europe_d,925,Western Africa,914,2010,523635
Southern Europe_d,925,Western Africa,914,2015,536911
Southern Europe_d,925,Western Africa,914,2020,704169
Southern Europe_d,925,Central Asia,5500,1990,45480
Southern Europe_d,925,Central Asia,5500,1995,38503
Southern Europe_d,925,Central Asia,5500,2000,32855
Southern Europe_d,925,Central Asia,5500,2005,40235
Southern Europe_d,925,Central Asia,5500,2010,49692
Southern Europe_d,925,Central Asia,5500,2015,49456
Southern Europe_d,925,Central Asia,5500,2020,53359
Southern Europe_d,925,Eastern Asia,906,1990,61551
Southern Europe_d,925,Eastern Asia,906,1995,80950
Southern Europe_d,925,Eastern Asia,906,2000,103723
Southern Europe_d,925,Eastern Asia,906,2005,254133
Southern Europe_d,925,Eastern Asia,906,2010,393380
Southern Europe_d,925,Eastern Asia,906,2015,399600
Southern Europe_d,925,Eastern Asia,906,2020,465123
Southern Europe_d,925,South-Eastern Asia,920,1990,90616
Southern Europe_d,925,South-Eastern Asia,920,1995,104488
Southern Europe_d,925,South-Eastern Asia,920,2000,125564
Southern Europe_d,925,South-Eastern Asia,920,2005,169552
Southern Europe_d,925,South-Eastern Asia,920,2010,218073
Southern Europe_d,925,South-Eastern Asia,920,2015,228787
Southern Europe_d,925,South-Eastern Asia,920,2020,255069
Southern Europe_d,925,Southern Asia,5501,1990,89719
Southern Europe_d,925,Southern Asia,5501,1995,139436
Southern Europe_d,925,Southern Asia,5501,2000,195490
Southern Europe_d,925,Southern Asia,5501,2005,397573
Southern Europe_d,925,Southern Asia,5501,2010,588549
Southern Europe_d,925,Southern Asia,5501,2015,631713
Southern Europe_d,925,Southern Asia,5501,2020,798042
Southern Europe_d,925,Western Asia,922,1990,203615
Southern Europe_d,925,Western Asia,922,1995,227155
Southern Europe_d,925,Western Asia,922,2000,262119
Southern Europe_d,925,Western Asia,922,2005,283296
Southern Europe_d,925,Western Asia,922,2010,313581
Southern Europe_d,925,Western Asia,922,2015,311009
Southern Europe_d,925,Western Asia,922,2020,402595
Southern Europe_d,925,Eastern Europe,923,1990,191791
Southern Europe_d,925,Eastern Europe,923,1995,337770
Southern Europe_d,925,Eastern Europe,923,2000,491125
Southern Europe_d,925,Eastern Europe,923,2005,1809979
Southern Europe_d,925,Eastern Europe,923,2010,3216418
Southern Europe_d,925,Eastern Europe,923,2015,3132684
Southern Europe_d,925,Eastern Europe,923,2020,3253702
Southern Europe_d,925,Northern Europe,924,1990,216382
Southern Europe_d,925,Northern Europe,924,1995,212990
Southern Europe_d,925,Northern Europe,924,2000,252073
Southern Europe_d,925,Northern Europe,924,2005,419058
Southern Europe_d,925,Northern Europe,924,2010,578333
Southern Europe_d,925,Northern Europe,924,2015,570343
Southern Europe_d,925,Northern Europe,924,2020,603637
Southern Europe_d,925,Southern Europe,925,1990,1177322
Southern Europe_d,925,Southern Europe,925,1995,2260434
Southern Europe_d,925,Southern Europe,925,2000,2816043
Southern Europe_d,925,Southern Europe,925,2005,2868972
Southern Europe_d,925,Southern Europe,925,2010,3226996
Southern Europe_d,925,Southern Europe,925,2015,3163927
Southern Europe_d,925,Southern Europe,925,2020,3305291
Southern Europe_d,925,Western Europe,926,1990,672348
Southern Europe_d,925,Western Europe,926,1995,734905
Southern Europe_d,925,Western Europe,926,2000,938381
Southern Europe_d,925,Western Europe,926,2005,1256152
Southern Europe_d,925,Western Europe,926,2010,1608121
Southern Europe_d,925,Western Europe,926,2015,1566312
Southern Europe_d,925,Western Europe,926,2020,1630782
Southern Europe_d,925,Latin America and the Caribbean,904,1990,365575
Southern Europe_d,925,Latin America and the Caribbean,904,1995,484471
Southern Europe_d,925,Latin America and the Caribbean,904,2000,718500
Southern Europe_d,925,Latin America and the Caribbean,904,2005,2214175
Southern Europe_d,925,Latin America and the Caribbean,904,2010,3208746
Southern Europe_d,925,Latin America and the Caribbean,904,2015,2997487
Southern Europe_d,925,Latin America and the Caribbean,904,2020,3688480
Southern Europe_d,925,Caribbean,915,1990,49533
Southern Europe_d,925,Caribbean,915,1995,72539
Southern Europe_d,925,Caribbean,915,2000,117839
Southern Europe_d,925,Caribbean,915,2005,202899
Southern Europe_d,925,Caribbean,915,2010,320388
Southern Europe_d,925,Caribbean,915,2015,372394
Southern Europe_d,925,Caribbean,915,2020,443198
Southern Europe_d,925,Central America,916,1990,22406
Southern Europe_d,925,Central America,916,1995,29076
Southern Europe_d,925,Central America,916,2000,44113
Southern Europe_d,925,Central America,916,2005,82080
Southern Europe_d,925,Central America,916,2010,136596
Southern Europe_d,925,Central America,916,2015,165953
Southern Europe_d,925,Central America,916,2020,273561
Southern Europe_d,925,South America,931,1990,293636
Southern Europe_d,925,South America,931,1995,382856
Southern Europe_d,925,South America,931,2000,556548
Southern Europe_d,925,South America,931,2005,1929196
Southern Europe_d,925,South America,931,2010,2751762
Southern Europe_d,925,South America,931,2015,2459140
Southern Europe_d,925,South America,931,2020,2971721
Southern Europe_d,925,Northern America,905,1990,165434
Southern Europe_d,925,Northern America,905,1995,139303
Southern Europe_d,925,Northern America,905,2000,121511
Southern Europe_d,925,Northern America,905,2005,154072
Southern Europe_d,925,Northern America,905,2010,185813
Southern Europe_d,925,Northern America,905,2015,187739
Southern Europe_d,925,Northern America,905,2020,216325
Southern Europe_d,925,Oceania,909,1990,36833
Southern Europe_d,925,Oceania,909,1995,37308
Southern Europe_d,925,Oceania,909,2000,39230
Southern Europe_d,925,Oceania,909,2005,47963
Southern Europe_d,925,Oceania,909,2010,58289
Southern Europe_d,925,Oceania,909,2015,60322
Southern Europe_d,925,Oceania,909,2020,70790
Southern Europe_d,925,Melanesia,928,1990,35
Southern Europe_d,925,Melanesia,928,1995,61
Southern Europe_d,925,Melanesia,928,2000,192
Southern Europe_d,925,Melanesia,928,2005,187
Southern Europe_d,925,Melanesia,928,2010,236
Southern Europe_d,925,Melanesia,928,2015,816
Southern Europe_d,925,Melanesia,928,2020,259
Southern Europe_d,925,Micronesia,954,1990,64
Southern Europe_d,925,Micronesia,954,1995,66
Southern Europe_d,925,Micronesia,954,2000,320
Southern Europe_d,925,Micronesia,954,2005,259
Southern Europe_d,925,Micronesia,954,2010,329
Southern Europe_d,925,Micronesia,954,2015,322
Southern Europe_d,925,Micronesia,954,2020,357
Southern Europe_d,925,Polynesia,957,1990,964
Southern Europe_d,925,Polynesia,957,1995,605
Southern Europe_d,925,Polynesia,957,2000,462
Southern Europe_d,925,Polynesia,957,2005,518
Southern Europe_d,925,Polynesia,957,2010,652
Southern Europe_d,925,Polynesia,957,2015,579
Southern Europe_d,925,Polynesia,957,2020,599
Western Europe_d,926,Australia and New Zealand,927,1990,29621
Western Europe_d,926,Australia and New Zealand,927,1995,32438
Western Europe_d,926,Australia and New Zealand,927,2000,35643
Western Europe_d,926,Australia and New Zealand,927,2005,42997
Western Europe_d,926,Australia and New Zealand,927,2010,48496
Western Europe_d,926,Australia and New Zealand,927,2015,51134
Western Europe_d,926,Australia and New Zealand,927,2020,61115
Western Europe_d,926,Eastern Africa,910,1990,187428
Western Europe_d,926,Eastern Africa,910,1995,209322
Western Europe_d,926,Eastern Africa,910,2000,231601
Western Europe_d,926,Eastern Africa,910,2005,334091
Western Europe_d,926,Eastern Africa,910,2010,381206
Western Europe_d,926,Eastern Africa,910,2015,496877
Western Europe_d,926,Eastern Africa,910,2020,640050
Western Europe_d,926,Middle Africa,911,1990,230776
Western Europe_d,926,Middle Africa,911,1995,249015
Western Europe_d,926,Middle Africa,911,2000,265175
Western Europe_d,926,Middle Africa,911,2005,363189
Western Europe_d,926,Middle Africa,911,2010,431414
Western Europe_d,926,Middle Africa,911,2015,482990
Western Europe_d,926,Middle Africa,911,2020,540512
Western Europe_d,926,Northern Africa,912,1990,2428771
Western Europe_d,926,Northern Africa,912,1995,2486433
Western Europe_d,926,Northern Africa,912,2000,2540323
Western Europe_d,926,Northern Africa,912,2005,3166083
Western Europe_d,926,Northern Africa,912,2010,3250192
Western Europe_d,926,Northern Africa,912,2015,3587755
Western Europe_d,926,Northern Africa,912,2020,4011942
Western Europe_d,926,Southern Africa,913,1990,22398
Western Europe_d,926,Southern Africa,913,1995,25758
Western Europe_d,926,Southern Africa,913,2000,29362
Western Europe_d,926,Southern Africa,913,2005,39386
Western Europe_d,926,Southern Africa,913,2010,46897
Western Europe_d,926,Southern Africa,913,2015,49337
Western Europe_d,926,Southern Africa,913,2020,62164
Western Europe_d,926,Western Africa,914,1990,349041
Western Europe_d,926,Western Africa,914,1995,378564
Western Europe_d,926,Western Africa,914,2000,408565
Western Europe_d,926,Western Africa,914,2005,517398
Western Europe_d,926,Western Africa,914,2010,595816
Western Europe_d,926,Western Africa,914,2015,670374
Western Europe_d,926,Western Africa,914,2020,820764
Western Europe_d,926,Central Asia,5500,1990,21633
Western Europe_d,926,Central Asia,5500,1995,291804
Western Europe_d,926,Central Asia,5500,2000,562220
Western Europe_d,926,Central Asia,5500,2005,782305
Western Europe_d,926,Central Asia,5500,2010,954385
Western Europe_d,926,Central Asia,5500,2015,982036
Western Europe_d,926,Central Asia,5500,2020,1327858
Western Europe_d,926,Eastern Asia,906,1990,214501
Western Europe_d,926,Eastern Asia,906,1995,248635
Western Europe_d,926,Eastern Asia,906,2000,283734
Western Europe_d,926,Eastern Asia,906,2005,349474
Western Europe_d,926,Eastern Asia,906,2010,419022
Western Europe_d,926,Eastern Asia,906,2015,459009
Western Europe_d,926,Eastern Asia,906,2020,583269
Western Europe_d,926,South-Eastern Asia,920,1990,639524
Western Europe_d,926,South-Eastern Asia,920,1995,665716
Western Europe_d,926,South-Eastern Asia,920,2000,697431
Western Europe_d,926,South-Eastern Asia,920,2005,734116
Western Europe_d,926,South-Eastern Asia,920,2010,774272
Western Europe_d,926,South-Eastern Asia,920,2015,807247
Western Europe_d,926,South-Eastern Asia,920,2020,931644
Western Europe_d,926,Southern Asia,5501,1990,446038
Western Europe_d,926,Southern Asia,5501,1995,511552
Western Europe_d,926,Southern Asia,5501,2000,578548
Western Europe_d,926,Southern Asia,5501,2005,653041
Western Europe_d,926,Southern Asia,5501,2010,723635
Western Europe_d,926,Southern Asia,5501,2015,840172
Western Europe_d,926,Southern Asia,5501,2020,1301495
Western Europe_d,926,Western Asia,922,1990,2394296
Western Europe_d,926,Western Asia,922,1995,2632282
Western Europe_d,926,Western Asia,922,2000,2699641
Western Europe_d,926,Western Asia,922,2005,2481047
Western Europe_d,926,Western Asia,922,2010,2631319
Western Europe_d,926,Western Asia,922,2015,2954939
Western Europe_d,926,Western Asia,922,2020,4384233
Western Europe_d,926,Eastern Europe,923,1990,1570589
Western Europe_d,926,Eastern Europe,923,1995,2300914
Western Europe_d,926,Eastern Europe,923,2000,3236221
Western Europe_d,926,Eastern Europe,923,2005,3995603
Western Europe_d,926,Eastern Europe,923,2010,4735281
Western Europe_d,926,Eastern Europe,923,2015,5111104
Western Europe_d,926,Eastern Europe,923,2020,7043559
Western Europe_d,926,Northern Europe,924,1990,441962
Western Europe_d,926,Northern Europe,924,1995,494636
Western Europe_d,926,Northern Europe,924,2000,548446
Western Europe_d,926,Northern Europe,924,2005,596007
Western Europe_d,926,Northern Europe,924,2010,643747
Western Europe_d,926,Northern Europe,924,2015,667479
Western Europe_d,926,Northern Europe,924,2020,786526
Western Europe_d,926,Southern Europe,925,1990,4871285
Western Europe_d,926,Southern Europe,925,1995,5171636
Western Europe_d,926,Southern Europe,925,2000,5507896
Western Europe_d,926,Southern Europe,925,2005,4390778
Western Europe_d,926,Southern Europe,925,2010,4226213
Western Europe_d,926,Southern Europe,925,2015,4322241
Western Europe_d,926,Southern Europe,925,2020,5652638
Western Europe_d,926,Western Europe,926,1990,1812908
Western Europe_d,926,Western Europe,926,1995,1927398
Western Europe_d,926,Western Europe,926,2000,2041136
Western Europe_d,926,Western Europe,926,2005,2295834
Western Europe_d,926,Western Europe,926,2010,2542909
Western Europe_d,926,Western Europe,926,2015,2683893
Western Europe_d,926,Western Europe,926,2020,3021381
Western Europe_d,926,Latin America and the Caribbean,904,1990,437356
Western Europe_d,926,Latin America and the Caribbean,904,1995,494910
Western Europe_d,926,Latin America and the Caribbean,904,2000,558682
Western Europe_d,926,Latin America and the Caribbean,904,2005,768926
Western Europe_d,926,Latin America and the Caribbean,904,2010,866017
Western Europe_d,926,Latin America and the Caribbean,904,2015,932925
Western Europe_d,926,Latin America and the Caribbean,904,2020,1093750
Western Europe_d,926,Caribbean,915,1990,55110
Western Europe_d,926,Caribbean,915,1995,65350
Western Europe_d,926,Caribbean,915,2000,75744
Western Europe_d,926,Caribbean,915,2005,142912
Western Europe_d,926,Caribbean,915,2010,153838
Western Europe_d,926,Caribbean,915,2015,171273
Western Europe_d,926,Caribbean,915,2020,197987
Western Europe_d,926,Central America,916,1990,32671
Western Europe_d,926,Central America,916,1995,36622
Western Europe_d,926,Central America,916,2000,40458
Western Europe_d,926,Central America,916,2005,49386
Western Europe_d,926,Central America,916,2010,61164
Western Europe_d,926,Central America,916,2015,68273
Western Europe_d,926,Central America,916,2020,85747
Western Europe_d,926,South America,931,1990,349575
Western Europe_d,926,South America,931,1995,392938
Western Europe_d,926,South America,931,2000,442480
Western Europe_d,926,South America,931,2005,576628
Western Europe_d,926,South America,931,2010,651015
Western Europe_d,926,South America,931,2015,693379
Western Europe_d,926,South America,931,2020,810016
Western Europe_d,926,Northern America,905,1990,238666
Western Europe_d,926,Northern America,905,1995,256300
Western Europe_d,926,Northern America,905,2000,274254
Western Europe_d,926,Northern America,905,2005,295485
Western Europe_d,926,Northern America,905,2010,312293
Western Europe_d,926,Northern America,905,2015,332072
Western Europe_d,926,Northern America,905,2020,402655
Western Europe_d,926,Oceania,909,1990,30643
Western Europe_d,926,Oceania,909,1995,33459
Western Europe_d,926,Oceania,909,2000,36667
Western Europe_d,926,Oceania,909,2005,44547
Western Europe_d,926,Oceania,909,2010,50417
Western Europe_d,926,Oceania,909,2015,53390
Western Europe_d,926,Oceania,909,2020,63472
Western Europe_d,926,Melanesia,928,1990,798
Western Europe_d,926,Melanesia,928,1995,786
Western Europe_d,926,Melanesia,928,2000,777
Western Europe_d,926,Melanesia,928,2005,1424
Western Europe_d,926,Melanesia,928,2010,1638
Western Europe_d,926,Melanesia,928,2015,1850
Western Europe_d,926,Melanesia,928,2020,1967
Western Europe_d,926,Micronesia,954,1990,6
Western Europe_d,926,Micronesia,954,1995,6
Western Europe_d,926,Micronesia,954,2000,6
Western Europe_d,926,Micronesia,954,2005,14
Western Europe_d,926,Micronesia,954,2010,21
Western Europe_d,926,Micronesia,954,2015,53
Western Europe_d,926,Micronesia,954,2020,33
Western Europe_d,926,Polynesia,957,1990,218
Western Europe_d,926,Polynesia,957,1995,229
Western Europe_d,926,Polynesia,957,2000,241
Western Europe_d,926,Polynesia,957,2005,112
Western Europe_d,926,Polynesia,957,2010,262
Western Europe_d,926,Polynesia,957,2015,353
Western Europe_d,926,Polynesia,957,2020,357
Latin America and the Caribbean_d,904,Australia and New Zealand,927,1990,2487
Latin America and the Caribbean_d,904,Australia and New Zealand,927,1995,2801
Latin America and the Caribbean_d,904,Australia and New Zealand,927,2000,3247
Latin America and the Caribbean_d,904,Australia and New Zealand,927,2005,3437
Latin America and the Caribbean_d,904,Australia and New Zealand,927,2010,4093
Latin America and the Caribbean_d,904,Australia and New Zealand,927,2015,4551
Latin America and the Caribbean_d,904,Australia and New Zealand,927,2020,5451
Latin America and the Caribbean_d,904,Eastern Africa,910,1990,2286
Latin America and the Caribbean_d,904,Eastern Africa,910,1995,2615
Latin America and the Caribbean_d,904,Eastern Africa,910,2000,3006
Latin America and the Caribbean_d,904,Eastern Africa,910,2005,3167
Latin America and the Caribbean_d,904,Eastern Africa,910,2010,3628
Latin America and the Caribbean_d,904,Eastern Africa,910,2015,4029
