destination,destination_code,origin,origin_code,Year,value
Central America_d,916,Central America,916,2020,743476
Central America_d,916,South America,931,1990,60959
Central America_d,916,South America,931,1995,70521
Central America_d,916,South America,931,2000,88535
Central America_d,916,South America,931,2005,111927
Central America_d,916,South America,931,2010,169444
Central America_d,916,South America,931,2015,197697
Central America_d,916,South America,931,2020,398956
Central America_d,916,Northern America,905,1990,238417
Central America_d,916,Northern America,905,1995,312538
Central America_d,916,Northern America,905,2000,403790
Central America_d,916,Northern America,905,2005,568187
Central America_d,916,Northern America,905,2010,806149
Central America_d,916,Northern America,905,2015,798522
Central America_d,916,Northern America,905,2020,878451
Central America_d,916,Oceania,909,1990,456
Central America_d,916,Oceania,909,1995,568
Central America_d,916,Oceania,909,2000,733
Central America_d,916,Oceania,909,2005,791
Central America_d,916,Oceania,909,2010,1001
Central America_d,916,Oceania,909,2015,1075
Central America_d,916,Oceania,909,2020,1214
Central America_d,916,Melanesia,928,1990,1
Central America_d,916,Melanesia,928,1995,1
Central America_d,916,Melanesia,928,2000,1
Central America_d,916,Melanesia,928,2005,2
Central America_d,916,Melanesia,928,2010,2
Central America_d,916,Melanesia,928,2015,1
Central America_d,916,Melanesia,928,2020,1
Central America_d,916,Micronesia,954,1990,5
Central America_d,916,Micronesia,954,1995,4
Central America_d,916,Micronesia,954,2000,4
Central America_d,916,Micronesia,954,2005,4
Central America_d,916,Micronesia,954,2010,6
Central America_d,916,Micronesia,954,2015,5
Central America_d,916,Micronesia,954,2020,6
Central America_d,916,Polynesia,957,1990,0
Central America_d,916,Polynesia,957,1995,0
Central America_d,916,Polynesia,957,2000,0
Central America_d,916,Polynesia,957,2005,0
Central America_d,916,Polynesia,957,2010,0
Central America_d,916,Polynesia,957,2015,0
Central America_d,916,Polynesia,957,2020,0
South America_d,931,Australia and New Zealand,927,1990,1832
South America_d,931,Australia and New Zealand,927,1995,1956
South America_d,931,Australia and New Zealand,927,2000,2138
South America_d,931,Australia and New Zealand,927,2005,2247
South America_d,931,Australia and New Zealand,927,2010,2653
South America_d,931,Australia and New Zealand,927,2015,3004
South America_d,931,Australia and New Zealand,927,2020,3737
South America_d,931,Eastern Africa,910,1990,1607
South America_d,931,Eastern Africa,910,1995,1808
South America_d,931,Eastern Africa,910,2000,2003
South America_d,931,Eastern Africa,910,2005,2055
South America_d,931,Eastern Africa,910,2010,2413
South America_d,931,Eastern Africa,910,2015,2758
South America_d,931,Eastern Africa,910,2020,2952
South America_d,931,Middle Africa,911,1990,5207
South America_d,931,Middle Africa,911,1995,5947
South America_d,931,Middle Africa,911,2000,6685
South America_d,931,Middle Africa,911,2005,6978
South America_d,931,Middle Africa,911,2010,7259
South America_d,931,Middle Africa,911,2015,10405
South America_d,931,Middle Africa,911,2020,13468
South America_d,931,Northern Africa,912,1990,8133
South America_d,931,Northern Africa,912,1995,7333
South America_d,931,Northern Africa,912,2000,6600
South America_d,931,Northern Africa,912,2005,6163
South America_d,931,Northern Africa,912,2010,6395
South America_d,931,Northern Africa,912,2015,7428
South America_d,931,Northern Africa,912,2020,7844
South America_d,931,Southern Africa,913,1990,481
South America_d,931,Southern Africa,913,1995,470
South America_d,931,Southern Africa,913,2000,470
South America_d,931,Southern Africa,913,2005,437
South America_d,931,Southern Africa,913,2010,2043
South America_d,931,Southern Africa,913,2015,2369
South America_d,931,Southern Africa,913,2020,2632
South America_d,931,Western Africa,914,1990,398
South America_d,931,Western Africa,914,1995,399
South America_d,931,Western Africa,914,2000,495
South America_d,931,Western Africa,914,2005,1876
South America_d,931,Western Africa,914,2010,4770
South America_d,931,Western Africa,914,2015,11419
South America_d,931,Western Africa,914,2020,16517
South America_d,931,Central Asia,5500,1990,0
South America_d,931,Central Asia,5500,1995,7
South America_d,931,Central Asia,5500,2000,11
South America_d,931,Central Asia,5500,2005,33
South America_d,931,Central Asia,5500,2010,111
South America_d,931,Central Asia,5500,2015,131
South America_d,931,Central Asia,5500,2020,133
South America_d,931,Eastern Asia,906,1990,148929
South America_d,931,Eastern Asia,906,1995,143244
South America_d,931,Eastern Asia,906,2000,138814
South America_d,931,Eastern Asia,906,2005,143461
South America_d,931,Eastern Asia,906,2010,150802
South America_d,931,Eastern Asia,906,2015,187186
South America_d,931,Eastern Asia,906,2020,221827
South America_d,931,South-Eastern Asia,920,1990,2564
South America_d,931,South-Eastern Asia,920,1995,2612
South America_d,931,South-Eastern Asia,920,2000,2698
South America_d,931,South-Eastern Asia,920,2005,3824
South America_d,931,South-Eastern Asia,920,2010,4430
South America_d,931,South-Eastern Asia,920,2015,4976
South America_d,931,South-Eastern Asia,920,2020,5635
South America_d,931,Southern Asia,5501,1990,2409
South America_d,931,Southern Asia,5501,1995,2430
South America_d,931,Southern Asia,5501,2000,2485
South America_d,931,Southern Asia,5501,2005,2856
South America_d,931,Southern Asia,5501,2010,3576
South America_d,931,Southern Asia,5501,2015,5122
South America_d,931,Southern Asia,5501,2020,13816
South America_d,931,Western Asia,922,1990,65185
South America_d,931,Western Asia,922,1995,59694
South America_d,931,Western Asia,922,2000,54192
South America_d,931,Western Asia,922,2005,51671
South America_d,931,Western Asia,922,2010,49818
South America_d,931,Western Asia,922,2015,55656
South America_d,931,Western Asia,922,2020,61251
South America_d,931,Eastern Europe,923,1990,102403
South America_d,931,Eastern Europe,923,1995,84447
South America_d,931,Eastern Europe,923,2000,67072
South America_d,931,Eastern Europe,923,2005,52015
South America_d,931,Eastern Europe,923,2010,38425
South America_d,931,Eastern Europe,923,2015,42898
South America_d,931,Eastern Europe,923,2020,45730
South America_d,931,Northern Europe,924,1990,20551
South America_d,931,Northern Europe,924,1995,19910
South America_d,931,Northern Europe,924,2000,19639
South America_d,931,Northern Europe,924,2005,20452
South America_d,931,Northern Europe,924,2010,23012
South America_d,931,Northern Europe,924,2015,27004
South America_d,931,Northern Europe,924,2020,31806
South America_d,931,Southern Europe,925,1990,1342721
South America_d,931,Southern Europe,925,1995,1136638
South America_d,931,Southern Europe,925,2000,933593
South America_d,931,Southern Europe,925,2005,809695
South America_d,931,Southern Europe,925,2010,697910
South America_d,931,Southern Europe,925,2015,792507
South America_d,931,Southern Europe,925,2020,825718
South America_d,931,Western Europe,926,1990,137258
South America_d,931,Western Europe,926,1995,131251
South America_d,931,Western Europe,926,2000,125822
South America_d,931,Western Europe,926,2005,128290
South America_d,931,Western Europe,926,2010,135235
South America_d,931,Western Europe,926,2015,160494
South America_d,931,Western Europe,926,2020,170236
South America_d,931,Latin America and the Caribbean,904,1990,2184506
South America_d,931,Latin America and the Caribbean,904,1995,2371579
South America_d,931,Latin America and the Caribbean,904,2000,2560966
South America_d,931,Latin America and the Caribbean,904,2005,3009341
South America_d,931,Latin America and the Caribbean,904,2010,3792591
South America_d,931,Latin America and the Caribbean,904,2015,4366500
South America_d,931,Latin America and the Caribbean,904,2020,9052250
South America_d,931,Caribbean,915,1990,66348
South America_d,931,Caribbean,915,1995,67312
South America_d,931,Caribbean,915,2000,69258
South America_d,931,Caribbean,915,2005,72725
South America_d,931,Caribbean,915,2010,79135
South America_d,931,Caribbean,915,2015,118757
South America_d,931,Caribbean,915,2020,424484
South America_d,931,Central America,916,1990,41030
South America_d,931,Central America,916,1995,41379
South America_d,931,Central America,916,2000,42031
South America_d,931,Central America,916,2005,42472
South America_d,931,Central America,916,2010,46712
South America_d,931,Central America,916,2015,56300
South America_d,931,Central America,916,2020,70263
South America_d,931,South America,931,1990,2077128
South America_d,931,South America,931,1995,2262888
South America_d,931,South America,931,2000,2449677
South America_d,931,South America,931,2005,2894144
South America_d,931,South America,931,2010,3666744
South America_d,931,South America,931,2015,4191443
South America_d,931,South America,931,2020,8557503
South America_d,931,Northern America,905,1990,82526
South America_d,931,Northern America,905,1995,86855
South America_d,931,Northern America,905,2000,92364
South America_d,931,Northern America,905,2005,99790
South America_d,931,Northern America,905,2010,118809
South America_d,931,Northern America,905,2015,139213
South America_d,931,Northern America,905,2020,172124
South America_d,931,Oceania,909,1990,1870
South America_d,931,Oceania,909,1995,2038
South America_d,931,Oceania,909,2000,2260
South America_d,931,Oceania,909,2005,2366
South America_d,931,Oceania,909,2010,2780
South America_d,931,Oceania,909,2015,3151
South America_d,931,Oceania,909,2020,3890
South America_d,931,Melanesia,928,1990,21
South America_d,931,Melanesia,928,1995,23
South America_d,931,Melanesia,928,2000,23
South America_d,931,Melanesia,928,2005,20
South America_d,931,Melanesia,928,2010,11
South America_d,931,Melanesia,928,2015,13
South America_d,931,Melanesia,928,2020,11
South America_d,931,Micronesia,954,1990,9
South America_d,931,Micronesia,954,1995,9
South America_d,931,Micronesia,954,2000,9
South America_d,931,Micronesia,954,2005,50
South America_d,931,Micronesia,954,2010,111
South America_d,931,Micronesia,954,2015,128
South America_d,931,Micronesia,954,2020,137
South America_d,931,Polynesia,957,1990,8
South America_d,931,Polynesia,957,1995,50
South America_d,931,Polynesia,957,2000,90
South America_d,931,Polynesia,957,2005,49
South America_d,931,Polynesia,957,2010,5
South America_d,931,Polynesia,957,2015,6
South America_d,931,Polynesia,957,2020,5
Northern America_d,905,Australia and New Zealand,927,1990,78291
Northern America_d,905,Australia and New Zealand,927,1995,95806
Northern America_d,905,Australia and New Zealand,927,2000,114121
Northern America_d,905,Australia and New Zealand,927,2005,125032
Northern America_d,905,Australia and New Zealand,927,2010,133740
Northern America_d,905,Australia and New Zealand,927,2015,154382
Northern America_d,905,Australia and New Zealand,927,2020,186631
Northern America_d,905,Eastern Africa,910,1990,199210
Northern America_d,905,Eastern Africa,910,1995,258254
Northern America_d,905,Eastern Africa,910,2000,321325
Northern America_d,905,Eastern Africa,910,2005,487572
Northern America_d,905,Eastern Africa,910,2010,673305
Northern America_d,905,Eastern Africa,910,2015,846463
Northern America_d,905,Eastern Africa,910,2020,1041477
Northern America_d,905,Middle Africa,911,1990,12211
Northern America_d,905,Middle Africa,911,1995,24830
Northern America_d,905,Middle Africa,911,2000,37821
Northern America_d,905,Middle Africa,911,2005,64916
Northern America_d,905,Middle Africa,911,2010,93079
Northern America_d,905,Middle Africa,911,2015,142131
Northern America_d,905,Middle Africa,911,2020,185367
Northern America_d,905,Northern Africa,912,1990,150117
Northern America_d,905,Northern Africa,912,1995,220360
Northern America_d,905,Northern Africa,912,2000,293321
Northern America_d,905,Northern Africa,912,2005,368068
Northern America_d,905,Northern Africa,912,2010,456587
Northern America_d,905,Northern Africa,912,2015,689458
Northern America_d,905,Northern Africa,912,2020,801831
Northern America_d,905,Southern Africa,913,1990,58891
Northern America_d,905,Southern Africa,913,1995,80412
Northern America_d,905,Southern Africa,913,2000,102944
Northern America_d,905,Southern Africa,913,2005,113013
Northern America_d,905,Southern Africa,913,2010,125578
Northern America_d,905,Southern Africa,913,2015,148023
Northern America_d,905,Southern Africa,913,2020,168266
Northern America_d,905,Western Africa,914,1990,128199
Northern America_d,905,Western Africa,914,1995,242966
Northern America_d,905,Western Africa,914,2000,360553
Northern America_d,905,Western Africa,914,2005,491290
Northern America_d,905,Western Africa,914,2010,635842
Northern America_d,905,Western Africa,914,2015,837504
Northern America_d,905,Western Africa,914,2020,1071816
Northern America_d,905,Central Asia,5500,1990,30137
Northern America_d,905,Central Asia,5500,1995,37523
Northern America_d,905,Central Asia,5500,2000,45192
Northern America_d,905,Central Asia,5500,2005,57014
Northern America_d,905,Central Asia,5500,2010,71156
Northern America_d,905,Central Asia,5500,2015,126795
Northern America_d,905,Central Asia,5500,2020,144491
Northern America_d,905,Eastern Asia,906,1990,2233530
Northern America_d,905,Eastern Asia,906,1995,2891093
Northern America_d,905,Eastern Asia,906,2000,3571824
Northern America_d,905,Eastern Asia,906,2005,4040218
Northern America_d,905,Eastern Asia,906,2010,4621216
Northern America_d,905,Eastern Asia,906,2015,5344541
Northern America_d,905,Eastern Asia,906,2020,4886669
Northern America_d,905,South-Eastern Asia,920,1990,2267662
Northern America_d,905,South-Eastern Asia,920,1995,2922999
Northern America_d,905,South-Eastern Asia,920,2000,3597824
Northern America_d,905,South-Eastern Asia,920,2005,4066622
Northern America_d,905,South-Eastern Asia,920,2010,4651687
Northern America_d,905,South-Eastern Asia,920,2015,5162426
Northern America_d,905,South-Eastern Asia,920,2020,5360899
Northern America_d,905,Southern Asia,5501,1990,1073869
Northern America_d,905,Southern Asia,5501,1995,1708506
Northern America_d,905,Southern Asia,5501,2000,2362812
Northern America_d,905,Southern Asia,5501,2005,3022089
Northern America_d,905,Southern Asia,5501,2010,3749923
Northern America_d,905,Southern Asia,5501,2015,4894791
Northern America_d,905,Southern Asia,5501,2020,5537624
Northern America_d,905,Western Asia,922,1990,576680
Northern America_d,905,Western Asia,922,1995,729993
Northern America_d,905,Western Asia,922,2000,889014
Northern America_d,905,Western Asia,922,2005,1009856
Northern America_d,905,Western Asia,922,2010,1156955
Northern America_d,905,Western Asia,922,2015,1744985
Northern America_d,905,Western Asia,922,2020,1619552
Northern America_d,905,Eastern Europe,923,1990,1508784
Northern America_d,905,Eastern Europe,923,1995,1727884
Northern America_d,905,Eastern Europe,923,2000,1960993
Northern America_d,905,Eastern Europe,923,2005,2032341
Northern America_d,905,Eastern Europe,923,2010,2183065
Northern America_d,905,Eastern Europe,923,2015,2205201
Northern America_d,905,Eastern Europe,923,2020,2227714
Northern America_d,905,Northern Europe,924,1990,1836172
Northern America_d,905,Northern Europe,924,1995,1799054
Northern America_d,905,Northern Europe,924,2000,1778953
Northern America_d,905,Northern Europe,924,2005,1703400
Northern America_d,905,Northern Europe,924,2010,1687920
Northern America_d,905,Northern Europe,924,2015,1600179
Northern America_d,905,Northern Europe,924,2020,1610643
Northern America_d,905,Southern Europe,925,1990,1794482
Northern America_d,905,Southern Europe,925,1995,1806197
Northern America_d,905,Southern Europe,925,2000,1831101
Northern America_d,905,Southern Europe,925,2005,1761094
Northern America_d,905,Southern Europe,925,2010,1761384
Northern America_d,905,Southern Europe,925,2015,1741818
Northern America_d,905,Southern Europe,925,2020,1707336
Northern America_d,905,Western Europe,926,1990,1505845
Northern America_d,905,Western Europe,926,1995,1526734
Northern America_d,905,Western Europe,926,2000,1555947
Northern America_d,905,Western Europe,926,2005,1492090
Northern America_d,905,Western Europe,926,2010,1449372
Northern America_d,905,Western Europe,926,2015,1379051
Northern America_d,905,Western Europe,926,2020,1324179
Northern America_d,905,Latin America and the Caribbean,904,1990,9976169
Northern America_d,905,Latin America and the Caribbean,904,1995,14269456
Northern America_d,905,Latin America and the Caribbean,904,2000,18644817
Northern America_d,905,Latin America and the Caribbean,904,2005,21019256
Northern America_d,905,Latin America and the Caribbean,904,2010,24134573
Northern America_d,905,Latin America and the Caribbean,904,2015,24980329
Northern America_d,905,Latin America and the Caribbean,904,2020,25535633
Northern America_d,905,Caribbean,915,1990,3311502
Northern America_d,905,Caribbean,915,1995,4091533
Northern America_d,905,Caribbean,915,2000,4876326
Northern America_d,905,Caribbean,915,2005,5201157
Northern America_d,905,Caribbean,915,2010,5742178
Northern America_d,905,Caribbean,915,2015,6303743
Northern America_d,905,Caribbean,915,2020,6798694
Northern America_d,905,Central America,916,1990,5492007
Northern America_d,905,Central America,916,1995,8511812
Northern America_d,905,Central America,916,2000,11595540
Northern America_d,905,Central America,916,2005,13240748
Northern America_d,905,Central America,916,2010,15323326
Northern America_d,905,Central America,916,2015,15308301
Northern America_d,905,Central America,916,2020,14943682
Northern America_d,905,South America,931,1990,1172660
Northern America_d,905,South America,931,1995,1666111
Northern America_d,905,South America,931,2000,2172951
Northern America_d,905,South America,931,2005,2577351
Northern America_d,905,South America,931,2010,3069069
Northern America_d,905,South America,931,2015,3368285
Northern America_d,905,South America,931,2020,3793257
Northern America_d,905,Northern America,905,1990,999977
Northern America_d,905,Northern America,905,1995,1054522
Northern America_d,905,Northern America,905,2000,1113881
Northern America_d,905,Northern America,905,2005,1132443
Northern America_d,905,Northern America,905,2010,1149471
Northern America_d,905,Northern America,905,2015,1100000
Northern America_d,905,Northern America,905,2020,1088520
Northern America_d,905,Oceania,909,1990,135857
Northern America_d,905,Oceania,909,1995,175797
Northern America_d,905,Oceania,909,2000,217378
Northern America_d,905,Oceania,909,2005,230353
Northern America_d,905,Oceania,909,2010,245006
Northern America_d,905,Oceania,909,2015,280255
Northern America_d,905,Oceania,909,2020,343625
Northern America_d,905,Melanesia,928,1990,31451
Northern America_d,905,Melanesia,928,1995,42739
Northern America_d,905,Melanesia,928,2000,54638
Northern America_d,905,Melanesia,928,2005,58927
Northern America_d,905,Melanesia,928,2010,65730
Northern America_d,905,Melanesia,928,2015,71785
Northern America_d,905,Melanesia,928,2020,78579
Northern America_d,905,Micronesia,954,1990,3827
Northern America_d,905,Micronesia,954,1995,8730
Northern America_d,905,Micronesia,954,2000,13745
Northern America_d,905,Micronesia,954,2005,13112
Northern America_d,905,Micronesia,954,2010,12866
Northern America_d,905,Micronesia,954,2015,15252
Northern America_d,905,Micronesia,954,2020,22159
Northern America_d,905,Polynesia,957,1990,22288
Northern America_d,905,Polynesia,957,1995,28522
Northern America_d,905,Polynesia,957,2000,34874
Northern America_d,905,Polynesia,957,2005,33282
Northern America_d,905,Polynesia,957,2010,32670
Northern America_d,905,Polynesia,957,2015,38836
Northern America_d,905,Polynesia,957,2020,56256
Oceania_d,909,Australia and New Zealand,927,1990,371121
Oceania_d,909,Australia and New Zealand,927,1995,390143
Oceania_d,909,Australia and New Zealand,927,2000,442081
Oceania_d,909,Australia and New Zealand,927,2005,506154
Oceania_d,909,Australia and New Zealand,927,2010,602053
Oceania_d,909,Australia and New Zealand,927,2015,661634
Oceania_d,909,Australia and New Zealand,927,2020,717927
Oceania_d,909,Eastern Africa,910,1990,46234
Oceania_d,909,Eastern Africa,910,1995,54727
Oceania_d,909,Eastern Africa,910,2000,65517
Oceania_d,909,Eastern Africa,910,2005,93201
Oceania_d,909,Eastern Africa,910,2010,128812
Oceania_d,909,Eastern Africa,910,2015,161591
Oceania_d,909,Eastern Africa,910,2020,187674
Oceania_d,909,Middle Africa,911,1990,808
Oceania_d,909,Middle Africa,911,1995,871
Oceania_d,909,Middle Africa,911,2000,1000
Oceania_d,909,Middle Africa,911,2005,1730
Oceania_d,909,Middle Africa,911,2010,4410
Oceania_d,909,Middle Africa,911,2015,7040
Oceania_d,909,Middle Africa,911,2020,8737
Oceania_d,909,Northern Africa,912,1990,47551
Oceania_d,909,Northern Africa,912,1995,49537
Oceania_d,909,Northern Africa,912,2000,50023
Oceania_d,909,Northern Africa,912,2005,66748
Oceania_d,909,Northern Africa,912,2010,77711
Oceania_d,909,Northern Africa,912,2015,75394
Oceania_d,909,Northern Africa,912,2020,82674
Oceania_d,909,Southern Africa,913,1990,64817
Oceania_d,909,Southern Africa,913,1995,73182
Oceania_d,909,Southern Africa,913,2000,107439
Oceania_d,909,Southern Africa,913,2005,156056
Oceania_d,909,Southern Africa,913,2010,207124
Oceania_d,909,Southern Africa,913,2015,237076
Oceania_d,909,Southern Africa,913,2020,277311
Oceania_d,909,Western Africa,914,1990,2548
Oceania_d,909,Western Africa,914,1995,3701
Oceania_d,909,Western Africa,914,2000,4881
Oceania_d,909,Western Africa,914,2005,9936
Oceania_d,909,Western Africa,914,2010,17311
Oceania_d,909,Western Africa,914,2015,24661
Oceania_d,909,Western Africa,914,2020,31277
Oceania_d,909,Central Asia,5500,1990,709
Oceania_d,909,Central Asia,5500,1995,868
Oceania_d,909,Central Asia,5500,2000,1050
Oceania_d,909,Central Asia,5500,2005,1800
Oceania_d,909,Central Asia,5500,2010,3040
Oceania_d,909,Central Asia,5500,2015,4510
Oceania_d,909,Central Asia,5500,2020,5389
Oceania_d,909,Eastern Asia,906,1990,236968
Oceania_d,909,Eastern Asia,906,1995,304220
Oceania_d,909,Eastern Asia,906,2000,388540
Oceania_d,909,Eastern Asia,906,2005,538101
Oceania_d,909,Eastern Asia,906,2010,731336
Oceania_d,909,Eastern Asia,906,2015,917391
Oceania_d,909,Eastern Asia,906,2020,1166404
Oceania_d,909,South-Eastern Asia,920,1990,515986
Oceania_d,909,South-Eastern Asia,920,1995,583329
Oceania_d,909,South-Eastern Asia,920,2000,631547
Oceania_d,909,South-Eastern Asia,920,2005,731092
Oceania_d,909,South-Eastern Asia,920,2010,911749
Oceania_d,909,South-Eastern Asia,920,2015,1067141
Oceania_d,909,South-Eastern Asia,920,2020,1277705
Oceania_d,909,Southern Asia,5501,1990,163408
Oceania_d,909,Southern Asia,5501,1995,197761
Oceania_d,909,Southern Asia,5501,2000,241798
Oceania_d,909,Southern Asia,5501,2005,364699
Oceania_d,909,Southern Asia,5501,2010,663325
Oceania_d,909,Southern Asia,5501,2015,939252
Oceania_d,909,Southern Asia,5501,2020,1241731
Oceania_d,909,Western Asia,922,1990,166821
Oceania_d,909,Western Asia,922,1995,180801
Oceania_d,909,Western Asia,922,2000,197267
Oceania_d,909,Western Asia,922,2005,226438
Oceania_d,909,Western Asia,922,2010,266140
Oceania_d,909,Western Asia,922,2015,303729
Oceania_d,909,Western Asia,922,2020,359282
Oceania_d,909,Eastern Europe,923,1990,162267
Oceania_d,909,Eastern Europe,923,1995,175056
Oceania_d,909,Eastern Europe,923,2000,173517
Oceania_d,909,Eastern Europe,923,2005,175460
Oceania_d,909,Eastern Europe,923,2010,174663
Oceania_d,909,Eastern Europe,923,2015,177003
Oceania_d,909,Eastern Europe,923,2020,194893
Oceania_d,909,Northern Europe,924,1990,1449540
Oceania_d,909,Northern Europe,924,1995,1431322
Oceania_d,909,Northern Europe,924,2000,1450051
Oceania_d,909,Northern Europe,924,2005,1462719
Oceania_d,909,Northern Europe,924,2010,1567222
Oceania_d,909,Northern Europe,924,2015,1624755
Oceania_d,909,Northern Europe,924,2020,1736498
Oceania_d,909,Southern Europe,925,1990,678594
Oceania_d,909,Southern Europe,925,1995,688202
Oceania_d,909,Southern Europe,925,2000,658366
Oceania_d,909,Southern Europe,925,2005,651557
Oceania_d,909,Southern Europe,925,2010,622683
Oceania_d,909,Southern Europe,925,2015,597250
Oceania_d,909,Southern Europe,925,2020,625526
Oceania_d,909,Western Europe,926,1990,354967
Oceania_d,909,Western Europe,926,1995,357633
Oceania_d,909,Western Europe,926,2000,352200
Oceania_d,909,Western Europe,926,2005,368618
Oceania_d,909,Western Europe,926,2010,384435
Oceania_d,909,Western Europe,926,2015,386926
Oceania_d,909,Western Europe,926,2020,426478
Oceania_d,909,Latin America and the Caribbean,904,1990,83101
Oceania_d,909,Latin America and the Caribbean,904,1995,87912
Oceania_d,909,Latin America and the Caribbean,904,2000,89230
Oceania_d,909,Latin America and the Caribbean,904,2005,102885
Oceania_d,909,Latin America and the Caribbean,904,2010,132154
Oceania_d,909,Latin America and the Caribbean,904,2015,164648
Oceania_d,909,Latin America and the Caribbean,904,2020,214569
Oceania_d,909,Caribbean,915,1990,3921
Oceania_d,909,Caribbean,915,1995,4854
Oceania_d,909,Caribbean,915,2000,5875
Oceania_d,909,Caribbean,915,2005,8152
Oceania_d,909,Caribbean,915,2010,10162
Oceania_d,909,Caribbean,915,2015,10930
Oceania_d,909,Caribbean,915,2020,11687
Oceania_d,909,Central America,916,1990,11005
Oceania_d,909,Central America,916,1995,12746
Oceania_d,909,Central America,916,2000,13770
Oceania_d,909,Central America,916,2005,14529
Oceania_d,909,Central America,916,2010,16550
Oceania_d,909,Central America,916,2015,19290
Oceania_d,909,Central America,916,2020,22048
Oceania_d,909,South America,931,1990,68175
Oceania_d,909,South America,931,1995,70312
Oceania_d,909,South America,931,2000,69585
Oceania_d,909,South America,931,2005,80204
Oceania_d,909,South America,931,2010,105442
Oceania_d,909,South America,931,2015,134428
Oceania_d,909,South America,931,2020,180834
Oceania_d,909,Northern America,905,1990,132617
Oceania_d,909,Northern America,905,1995,134812
Oceania_d,909,Northern America,905,2000,139466
Oceania_d,909,Northern America,905,2005,160472
Oceania_d,909,Northern America,905,2010,185734
Oceania_d,909,Northern America,905,2015,216252
Oceania_d,909,Northern America,905,2020,254319
Oceania_d,909,Oceania,909,1990,579083
Oceania_d,909,Oceania,909,1995,615135
Oceania_d,909,Oceania,909,2000,701708
Oceania_d,909,Oceania,909,2005,794419
Oceania_d,909,Oceania,909,2010,918504
Oceania_d,909,Oceania,909,2015,1013250
Oceania_d,909,Oceania,909,2020,1107706
Oceania_d,909,Melanesia,928,1990,68885
Oceania_d,909,Melanesia,928,1995,75378
Oceania_d,909,Melanesia,928,2000,88990
Oceania_d,909,Melanesia,928,2005,109243
Oceania_d,909,Melanesia,928,2010,128993
Oceania_d,909,Melanesia,928,2015,146335
Oceania_d,909,Melanesia,928,2020,165289
Oceania_d,909,Micronesia,954,1990,17151
Oceania_d,909,Micronesia,954,1995,19851
Oceania_d,909,Micronesia,954,2000,22223
Oceania_d,909,Micronesia,954,2005,24300
Oceania_d,909,Micronesia,954,2010,24376
Oceania_d,909,Micronesia,954,2015,24755
Oceania_d,909,Micronesia,954,2020,26803
Oceania_d,909,Polynesia,957,1990,121926
Oceania_d,909,Polynesia,957,1995,129763
Oceania_d,909,Polynesia,957,2000,148414
Oceania_d,909,Polynesia,957,2005,154722
Oceania_d,909,Polynesia,957,2010,163082
Oceania_d,909,Polynesia,957,2015,180526
Oceania_d,909,Polynesia,957,2020,197687
Melanesia_d,928,Australia and New Zealand,927,1990,20394
Melanesia_d,928,Australia and New Zealand,927,1995,20791
Melanesia_d,928,Australia and New Zealand,927,2000,16506
Melanesia_d,928,Australia and New Zealand,927,2005,16663
Melanesia_d,928,Australia and New Zealand,927,2010,15001
Melanesia_d,928,Australia and New Zealand,927,2015,15144
Melanesia_d,928,Australia and New Zealand,927,2020,15282
Melanesia_d,928,Eastern Africa,910,1990,38
Melanesia_d,928,Eastern Africa,910,1995,38
Melanesia_d,928,Eastern Africa,910,2000,28
Melanesia_d,928,Eastern Africa,910,2005,34
Melanesia_d,928,Eastern Africa,910,2010,28
Melanesia_d,928,Eastern Africa,910,2015,28
Melanesia_d,928,Eastern Africa,910,2020,27
Melanesia_d,928,Middle Africa,911,1990,0
Melanesia_d,928,Middle Africa,911,1995,0
Melanesia_d,928,Middle Africa,911,2000,0
Melanesia_d,928,Middle Africa,911,2005,0
Melanesia_d,928,Middle Africa,911,2010,0
Melanesia_d,928,Middle Africa,911,2015,0
Melanesia_d,928,Middle Africa,911,2020,0
Melanesia_d,928,Northern Africa,912,1990,1538
Melanesia_d,928,Northern Africa,912,1995,1782
Melanesia_d,928,Northern Africa,912,2000,2027
Melanesia_d,928,Northern Africa,912,2005,2158
Melanesia_d,928,Northern Africa,912,2010,2291
Melanesia_d,928,Northern Africa,912,2015,1759
Melanesia_d,928,Northern Africa,912,2020,1865
Melanesia_d,928,Southern Africa,913,1990,0
Melanesia_d,928,Southern Africa,913,1995,0
Melanesia_d,928,Southern Africa,913,2000,0
Melanesia_d,928,Southern Africa,913,2005,0
Melanesia_d,928,Southern Africa,913,2010,0
Melanesia_d,928,Southern Africa,913,2015,0
Melanesia_d,928,Southern Africa,913,2020,0
Melanesia_d,928,Western Africa,914,1990,0
Melanesia_d,928,Western Africa,914,1995,0
Melanesia_d,928,Western Africa,914,2000,0
Melanesia_d,928,Western Africa,914,2005,0
Melanesia_d,928,Western Africa,914,2010,0
Melanesia_d,928,Western Africa,914,2015,0
Melanesia_d,928,Western Africa,914,2020,0
Melanesia_d,928,Central Asia,5500,1990,0
Melanesia_d,928,Central Asia,5500,1995,0
Melanesia_d,928,Central Asia,5500,2000,0
Melanesia_d,928,Central Asia,5500,2005,0
Melanesia_d,928,Central Asia,5500,2010,0
Melanesia_d,928,Central Asia,5500,2015,0
Melanesia_d,928,Central Asia,5500,2020,0
Melanesia_d,928,Eastern Asia,906,1990,1790
Melanesia_d,928,Eastern Asia,906,1995,1797
Melanesia_d,928,Eastern Asia,906,2000,1665
Melanesia_d,928,Eastern Asia,906,2005,1731
